"date","manner_of_death","armed","age","gender","race","state","signs_of_mental_illness","threat_level","flee","body_camera","longitude","latitude","year"
2015-01-02,"shot","gun",53,"M",0,"WA","True","attack","Not fleeing","False",-123.122,47.247,"2015"
2015-01-02,"shot","gun",47,"M",0,"OR","False","attack","Not fleeing","False",-122.892,45.487,"2015"
2015-01-03,"shot and Tasered","unarmed",23,"M",0,"KS","False","other","Not fleeing","False",-97.281,37.695,"2015"
2015-01-04,"shot","toy weapon",32,"M",0,"CA","True","attack","Not fleeing","False",-122.422,37.763,"2015"
2015-01-04,"shot","nail gun",39,"M",0,"CO","False","attack","Not fleeing","False",-104.692,40.384,"2015"
2015-01-04,"shot","gun",18,"M",0,"OK","False","attack","Not fleeing","False",-97.423,35.877,"2015"
2015-01-05,"shot","gun",22,"M",0,"AZ","False","attack","Car","False",-111.841,33.328,"2015"
2015-01-06,"shot","gun",35,"M",0,"KS","False","attack","Not fleeing","False",-97.564,38.704,"2015"
2015-01-06,"shot","unarmed",34,"F",0,"IA","False","other","Not fleeing","True",-91.119,40.809,"2015"
2015-01-06,"shot","toy weapon",47,"M",1,"PA","False","attack","Not fleeing","False",-79.991,40.413,"2015"
2015-01-06,"shot and Tasered","knife",25,"M",0,"CA","False","attack","Not fleeing","False",-121.299,37.93,"2015"
2015-01-07,"shot","gun",31,"M",1,"TX","False","attack","Not fleeing","False",-95.369,28.955,"2015"
2015-01-07,"shot","knife",41,"M",1,"OH","True","other","Not fleeing","False",-82.885,39.999,"2015"
2015-01-07,"shot","gun",30,"M",0,"IA","False","attack","Car","False",-93.609,41.582,"2015"
2015-01-07,"shot","gun",37,"M",1,"LA","False","attack","Foot","True",-90.012,30.022,"2015"
2015-01-08,"shot","shovel",42,"M",0,"UT","False","attack","Not fleeing","True",-111.872,40.772,"2015"
2015-01-08,"shot","unarmed",36,"M",1,"AR","False","attack","Not fleeing","False",-92.359,33.111,"2015"
2015-01-08,"shot","gun",49,"M",0,"UT","False","attack","Not fleeing","True",-112.083,41.083,"2015"
2015-01-09,"shot","gun",71,"M",0,"AR","False","attack","Not fleeing","False",-91.966,34.542,"2015"
2015-01-09,"shot","gun",33,"M",0,"TX","False","attack","Not fleeing","False",-106.439,31.858,"2015"
2015-01-11,"shot","gun",39,"M",0,"IL","True","attack","Not fleeing","False",-88.304,39.692,"2015"
2015-01-11,"shot","gun",23,"M",0,"CA","False","attack","Not fleeing","False",-118.183,33.951,"2015"
2015-01-11,"shot and Tasered","gun",29,"M",0,"NV","False","attack","Foot","False",-115.116,36.185,"2015"
2015-01-13,"shot","gun",34,"M",0,"NM","False","attack","Foot","True",-106.586,35.095,"2015"
2015-01-13,"shot","knife",43,"M",0,"TX","True","other","Not fleeing","False",-98.542,28.912,"2015"
2015-01-14,"shot","gun",34,"M",1,"VA","True","attack","Not fleeing","False",-76.348,36.783,"2015"
2015-01-14,"shot","knife",75,"M",0,"NJ","False","attack","Not fleeing","False",-74.301,40.405,"2015"
2015-01-14,"shot","gun",68,"M",0,"TX","False","attack","Not fleeing","False",-95.428,29.031,"2015"
2015-01-14,"shot","knife",34,"M",0,"UT","False","attack","Not fleeing","True",-111.887,40.54,"2015"
2015-01-15,"shot","gun",27,"M",1,"IN","False","attack","Foot","False",-85.991,39.826,"2015"
2015-01-15,"shot","gun",39,"M",1,"CO","False","attack","Not fleeing","False",-104.772,39.726,"2015"
2015-01-15,"shot","gun",24,"M",0,"MN","True","attack","Not fleeing","False",-93.358,44.825,"2015"
2015-01-15,"shot","knife",36,"M",0,"CA","True","other","Not fleeing","False",-121.997,38.266,"2015"
2015-01-15,"shot","gun",33,"M",0,"LA","False","attack","Not fleeing","False",-92.441,30.748,"2015"
2015-01-16,"shot","gun",41,"M",0,"TX","False","attack","Car","False",-96.069,32.407,"2015"
2015-01-16,"shot and Tasered","knife",48,"M",0,"CA","False","other","Not fleeing","False",-122.06,37.588,"2015"
2015-01-17,"shot","gun",21,"M",1,"OK","False","attack","Foot","True",-95.394,35.766,"2015"
2015-01-17,"shot","gun",24,"M",0,"CA","False","attack","Not fleeing","False",-118.233,34.038,"2015"
2015-01-17,"shot","knife",27,"M",0,"TX","False","attack","Not fleeing","False",-97.334,32.811,"2015"
2015-01-18,"shot","gun",32,"M",0,"AZ","True","attack","Not fleeing","False",-112.042,33.085,"2015"
2015-01-18,"shot and Tasered","gun",67,"M",0,"KY","True","attack","Not fleeing","False",-82.921,37.565,"2015"
2015-01-19,"shot","knife",49,"M",0,"MA","False","attack","Not fleeing","False",-70.932,42.257,"2015"
2015-01-21,"shot","gun",36,"M",0,"CA","False","attack","Not fleeing","False",-116.958,33.742,"2015"
2015-01-21,"shot","gun",36,"M",0,"TX","False","attack","Foot","False",-99.123,26.559,"2015"
2015-01-21,"shot","gun",19,"M",1,"MO","False","attack","Not fleeing","False",-90.25,38.665,"2015"
2015-01-21,"shot","gun",54,"M",0,"NH","True","attack","Not fleeing","False",-71.337,42.908,"2015"
2015-01-22,"shot","toy weapon",25,"M",1,"TX","False","attack","Car","False",-105.028,31.08,"2015"
2015-01-22,"shot and Tasered","knife",17,"F",0,"TX","True","other","Not fleeing","False",-94.746,32.495,"2015"
2015-01-23,"shot","knife",56,"M",0,"TX","False","other","Not fleeing","False",-102.369,33.578,"2015"
2015-01-23,"shot","gun",61,"M",0,"TX","True","attack","Not fleeing","False",-97.789,30.167,"2015"
2015-01-24,"shot","gun",45,"M",0,"ID","False","attack","Not fleeing","False",-111.78,43.826,"2015"
2015-01-24,"shot","knife",26,"M",1,"MD","True","other","Not fleeing","False",-76.648,39.284,"2015"
2015-01-24,"shot","gun",40,"M",0,"TX","False","attack","Not fleeing","False",-97.38,32.678,"2015"
2015-01-25,"shot","gun",26,"M",0,"CO","False","attack","Car","False",-104.574,38.285,"2015"
2015-01-26,"shot","vehicle",17,"F",0,"CO","False","other","Not fleeing","False",-104.909,39.754,"2015"
2015-01-26,"shot","gun",68,"M",0,"MN","True","attack","Not fleeing","False",-93.386,45.036,"2015"
2015-01-26,"shot","unarmed",24,"M",0,"TX","False","other","Car","False",-101.666,33.166,"2015"
2015-01-26,"shot","knife",34,"M",0,"CA","True","other","Not fleeing","False",-119.335,35.589,"2015"
2015-01-27,"shot","knife",39,"F",0,"NE","True","attack","Not fleeing","False",-95.99,41.243,"2015"
2015-01-27,"shot","gun",29,"M",0,"AZ","False","attack","Not fleeing","False",-109.326,33.054,"2015"
2015-01-27,"shot","gun",33,"M",1,"OH","False","attack","Not fleeing","False",-82.997,39.879,"2015"
2015-01-28,"shot","gun",45,"M",0,"TX","False","attack","Not fleeing","False",-97.828,33.47,"2015"
2015-01-28,"shot","gun",26,"M",0,"TX","False","attack","Not fleeing","False",-95.784,29.558,"2015"
2015-01-28,"shot and Tasered","hammer",35,"M",0,"CA","True","attack","Not fleeing","False",-121.316,38.029,"2015"
2015-01-29,"shot","gun",31,"M",0,"MI","True","attack","Not fleeing","False",-85.66,42.894,"2015"
2015-01-29,"shot","unarmed",42,"M",0,"OK","False","other","Foot","False",-97.05,36.121,"2015"
2015-01-30,"shot","gun",48,"M",0,"MT","False","attack","Foot","False",-108.513,45.79,"2015"
2015-01-31,"shot","gun",31,"M",0,"TX","False","attack","Not fleeing","False",-95.72,29.861,"2015"
2015-01-31,"shot and Tasered","knife",54,"M",1,"MD","True","other","Not fleeing","False",-76.821,39.38,"2015"
2015-02-02,"shot","gun",42,"M",0,"CA","True","attack","Not fleeing","False",-117.177,34.417,"2015"
2015-02-02,"shot","gun",17,"M",0,"MI","False","attack","Not fleeing","False",-83.873,43.599,"2015"
2015-02-02,"shot and Tasered","unarmed",59,"M",0,"PA","False","other","Foot","False",-76.713,40.273,"2015"
2015-02-03,"shot","gun",23,"M",1,"MO","False","attack","Foot","False",-90.21,38.75,"2015"
2015-02-03,"shot","gun",38,"F",1,"CA","False","attack","Car","False",-122.284,37.827,"2015"
2015-02-03,"shot","knife",29,"M",1,"CA","True","other","Not fleeing","False",-121.818,37.999,"2015"
2015-02-03,"shot","gun",45,"M",0,"GA","True","attack","Not fleeing","False",-82.845,31.523,"2015"
2015-02-04,"shot","unarmed",28,"M",1,"FL","False","attack","Not fleeing","False",-84.33,30.466,"2015"
2015-02-04,"shot","gun",37,"M",0,"FL","False","attack","Not fleeing","False",-81.306,28.5,"2015"
2015-02-04,"shot","gun",28,"M",0,"AZ","False","attack","Car","False",-111.978,33.378,"2015"
2015-02-04,"shot","unarmed",28,"M",0,"AZ","False","other","Not fleeing","False",-111.978,33.378,"2015"
2015-02-04,"shot","gun",51,"M",1,"TX","False","attack","Car","False",-97.208,31.397,"2015"
2015-02-04,"shot","knife",36,"M",1,"TN","False","other","Not fleeing","False",-89.932,35.164,"2015"
2015-02-05,"shot","toy weapon",59,"M",0,"CA","False","other","Car","False",-117.65,33.953,"2015"
2015-02-06,"shot","gun",25,"M",1,"OK","False","attack","Not fleeing","False",-97.515,35.404,"2015"
2015-02-07,"shot","toy weapon",26,"M",0,"CA","False","attack","Not fleeing","False",-117.057,33.994,"2015"
2015-02-07,"shot","gun",74,"M",1,"NC","False","attack","Not fleeing","False",-81.227,35.266,"2015"
2015-02-08,"shot","gun",33,"M",0,"AK","False","attack","Car","False",-149.859,61.208,"2015"
2015-02-08,"shot","gun",27,"M",0,"TX","False","attack","Not fleeing","False",-97.891,30.244,"2015"
2015-02-08,"shot","gun",57,"M",0,"NY","True","attack","Not fleeing","False",-74.001,41.152,"2015"
2015-02-08,"shot","gun",46,"M",0,"FL","False","attack","Not fleeing","False",-81.329,28.482,"2015"
2015-02-08,"shot","gun",41,"M",0,"TX","False","attack","Not fleeing","False",-97.712,33.787,"2015"
2015-02-09,"shot","gun",61,"M",0,"ME","True","attack","Not fleeing","False",-68.104,46.159,"2015"
2015-02-09,"shot","gun",45,"M",1,"TX","False","attack","Not fleeing","False",-96.751,32.655,"2015"
2015-02-10,"shot","gun",49,"M",1,"TN","False","attack","Not fleeing","False",-90.054,35.025,"2015"
2015-02-10,"shot","gun",45,"M",0,"CO","True","attack","Car","False",-107.454,39.573,"2015"
2015-02-10,"shot and Tasered","unarmed",35,"M",0,"WA","True","other","Foot","False",-119.101,46.228,"2015"
2015-02-11,"shot","knife",23,"M",1,"CA","True","other","Not fleeing","False",-121.876,37.316,"2015"
2015-02-11,"shot","toy weapon",46,"M",0,"AL","True","attack","Foot","True",-85.724,32.864,"2015"
2015-02-13,"shot","gun",21,"M",0,"KS","False","attack","Car","False",-94.64,39.071,"2015"
2015-02-13,"shot","unarmed",35,"M",0,"PA","False","other","Not fleeing","False",-75.908,40.329,"2015"
2015-02-13,"shot","gun",27,"M",0,"TN","False","attack","Not fleeing","False",-88.572,35.95,"2015"
2015-02-13,"shot","knife",37,"M",0,"AZ","True","other","Not fleeing","False",-110.628,32.614,"2015"
2015-02-14,"shot","gun",16,"M",0,"MD","True","attack","Car","False",-76.44,39.299,"2015"
2015-02-14,"shot","gun",51,"M",0,"TX","False","attack","Not fleeing","False",-99.474,27.554,"2015"
2015-02-15,"shot","gun",34,"M",0,"MS","False","attack","Foot","False",-88.205,34.804,"2015"
2015-02-15,"shot","hatchet",34,"M",0,"OR","True","other","Not fleeing","False",-122.437,45.175,"2015"
2015-02-15,"shot and Tasered","unarmed",25,"M",1,"FL","True","other","Not fleeing","False",-80.208,25.951,"2015"
2015-02-16,"shot","gun",56,"M",0,"AZ","False","attack","Not fleeing","False",-111.09,32.359,"2015"
2015-02-16,"shot","gun",26,"M",0,"ID","False","attack","Not fleeing","False",-116.222,43.579,"2015"
2015-02-16,"shot","toy weapon",24,"M",0,"UT","True","attack","Not fleeing","False",-111.624,40.103,"2015"
2015-02-17,"shot","gun",43,"F",0,"NC","False","attack","Not fleeing","False",-81.169,35.229,"2015"
2015-02-17,"shot","unarmed",31,"M",0,"MO","False","other","Foot","False",-93.319,37.225,"2015"
2015-02-17,"shot","gun",32,"M",0,"MI","False","attack","Not fleeing","False",-84.701,42.514,"2015"
2015-02-17,"shot","toy weapon",30,"M",0,"MA","False","attack","Foot","False",-71.284,42.614,"2015"
2015-02-18,"shot","knife",20,"F",1,"NC","True","other","Not fleeing","False",-80.819,35.25,"2015"
2015-02-20,"shot","unarmed",31,"M",0,"TX","False","other","Not fleeing","False",-97.1,32.874,"2015"
2015-02-20,"shot","gun",38,"M",1,"AL","False","attack","Not fleeing","False",-86.824,33.482,"2015"
2015-02-20,"shot","gun",77,"M",1,"AL","True","attack","Not fleeing","False",-86.724,33.564,"2015"
2015-02-21,"shot","gun",41,"M",0,"NM","False","attack","Not fleeing","False",-105.665,33.448,"2015"
2015-02-21,"shot","knife",51,"M",0,"IN","False","attack","Not fleeing","False",-85.992,39.793,"2015"
2015-02-22,"shot","gun",50,"M",0,"FL","False","attack","Not fleeing","False",-80.645,27.99,"2015"
2015-02-23,"shot","gun",47,"M",0,"LA","True","attack","Not fleeing","False",-90.956,30.455,"2015"
2015-02-23,"shot","knife",37,"M",0,"GA","False","other","Not fleeing","False",-84.695,33.911,"2015"
2015-02-23,"shot","gun",41,"M",0,"GA","False","attack","Foot","False",-83.598,34.631,"2015"
2015-02-23,"shot","gun",16,"M",1,"AL","False","attack","Not fleeing","False",-86.362,32.53,"2015"
2015-02-23,"shot and Tasered","knife",42,"M",0,"PA","False","attack","Car","False",-75.433,40.632,"2015"
2015-02-23,"shot and Tasered","unarmed",39,"M",0,"NE","False","other","Not fleeing","False",-95.933,41.244,"2015"
2015-02-24,"shot and Tasered","knife",30,"M",0,"WI","True","attack","Not fleeing","False",-88.058,44.527,"2015"
2015-02-25,"shot","gun",43,"M",0,"NV","True","attack","Not fleeing","False",-115.055,36.241,"2015"
2015-02-26,"shot","gun",42,"M",0,"FL","False","attack","Foot","False",-81.95,28.104,"2015"
2015-02-26,"shot","knife",21,"M",0,"CA","False","other","Not fleeing","False",-122.414,37.751,"2015"
2015-02-26,"shot","unarmed",49,"M",0,"MS","False","other","Not fleeing","False",-89.092,30.425,"2015"
2015-02-26,"shot","gun",34,"F",0,"GA","False","attack","Car","False",-83.902,31.55,"2015"
2015-02-26,"shot and Tasered","unarmed",31,"M",0,"IN","False","other","Not fleeing","False",-87.379,39.463,"2015"
2015-02-27,"shot","unarmed",27,"M",0,"CA","False","other","Not fleeing","False",-117.879,33.747,"2015"
2015-02-28,"shot","gun",24,"M",0,"SC","False","attack","Not fleeing","False",-82.408,34.633,"2015"
2015-02-28,"shot","unarmed",34,"M",1,"MO","False","other","Car","False",-90.232,38.598,"2015"
2015-02-28,"shot","knife",28,"F",0,"AZ","False","other","Not fleeing","False",-110.99,32.23,"2015"
2015-02-28,"shot","gun",28,"M",1,"MO","False","attack","Car","False",-92.294,38.946,"2015"
2015-02-28,"shot","gun",40,"M",1,"NC","True","attack","Car","False",-77.548,35.918,"2015"
2015-02-28,"shot","gun",37,"F",0,"AZ","False","attack","Car","False",-114.451,33.619,"2015"
2015-02-28,"shot and Tasered","unarmed",17,"M",0,"MI","False","attack","Not fleeing","True",-84.837,42.756,"2015"
2015-03-01,"shot","gun",35,"M",0,"TX","False","attack","Not fleeing","False",-95.622,29.704,"2015"
2015-03-01,"shot","gun",49,"M",0,"MS","False","attack","Not fleeing","False",-88.604,30.789,"2015"
2015-03-01,"shot and Tasered","unarmed",43,"M",1,"CA","True","attack","Not fleeing","True",-118.245,34.043,"2015"
2015-03-02,"shot","gun",20,"M",1,"IL","False","other","Foot","False",-88.074,41.522,"2015"
2015-03-03,"shot","gun",25,"M",1,"MD","False","attack","Not fleeing","False",-75.609,38.38,"2015"
2015-03-03,"shot","knife",25,"M",0,"AZ","False","attack","Not fleeing","False",-111.931,33.44,"2015"
2015-03-04,"shot","unarmed",26,"M",0,"FL","False","other","Not fleeing","False",-81.254,28.887,"2015"
2015-03-04,"shot","gun",28,"M",0,"CA","False","attack","Not fleeing","False",-121.286,37.948,"2015"
2015-03-05,"shot","knife",45,"M",1,"WI","True","other","Not fleeing","False",-87.904,42.968,"2015"
2015-03-05,"shot","unarmed",36,"M",0,"CA","False","other","Car","False",-118.345,34.151,"2015"
2015-03-05,"shot","gun",34,"M",0,"NE","False","attack","Not fleeing","False",-96.682,40.875,"2015"
2015-03-06,"shot","unarmed",19,"M",1,"WI","False","attack","Foot","False",-89.365,43.083,"2015"
2015-03-06,"shot","unarmed",37,"M",1,"CO","False","other","Foot","False",-104.916,39.735,"2015"
2015-03-07,"shot","gun",29,"M",0,"AZ","False","attack","Not fleeing","False",-112.043,33.469,"2015"
2015-03-08,"shot","knife",43,"F",1,"CA","True","other","Not fleeing","True",-117.94,33.819,"2015"
2015-03-08,"shot","gun",40,"M",0,"OK","False","attack","Not fleeing","False",-97.583,35.426,"2015"
2015-03-09,"shot","unarmed",27,"M",1,"GA","True","other","Not fleeing","False",-84.267,33.88,"2015"
2015-03-09,"shot","gun",58,"M",0,"NC","False","attack","Not fleeing","False",-82.626,35.269,"2015"
2015-03-09,"shot","gun",46,"M",0,"CO","False","attack","Not fleeing","False",-109.01,40.246,"2015"
2015-03-09,"shot","gun",30,"M",1,"FL","False","attack","Not fleeing","False",-80.749,28.351,"2015"
2015-03-10,"shot","gun",64,"M",1,"OH","False","attack","Not fleeing","True",-81.641,41.45,"2015"
2015-03-10,"shot","gun",31,"M",1,"LA","False","attack","Not fleeing","False",-91.169,30.536,"2015"
2015-03-10,"shot","knife",23,"M",0,"GA","False","attack","Not fleeing","True",-81.184,32.165,"2015"
2015-03-10,"shot","sword",37,"M",0,"CA","True","other","Car","False",-117.655,34.05,"2015"
2015-03-11,"shot","gun",31,"M",0,"TN","True","attack","Not fleeing","False",-90,35.158,"2015"
2015-03-11,"shot","gun",39,"M",0,"CA","False","attack","Not fleeing","False",-117.868,33.743,"2015"
2015-03-11,"shot","toy weapon",31,"M",0,"AZ","True","attack","Not fleeing","False",-114.026,35.204,"2015"
2015-03-11,"shot","gun",54,"M",0,"AL","False","attack","Not fleeing","False",-87.891,30.862,"2015"
2015-03-11,"shot","gun",53,"M",0,"AL","True","attack","Not fleeing","False",-86.849,33.417,"2015"
2015-03-12,"shot","unarmed",35,"M",1,"DC","True","other","Not fleeing","False",-76.983,38.882,"2015"
2015-03-13,"shot","gun",41,"M",0,"CA","False","other","Other","False",-122.274,38.306,"2015"
2015-03-13,"shot","gun",59,"M",0,"MO","False","attack","Not fleeing","False",-94.487,38.947,"2015"
2015-03-13,"shot","knife",36,"M",0,"CA","False","attack","Not fleeing","False",-117.43,34.078,"2015"
2015-03-13,"shot","unarmed",32,"M",0,"CA","False","other","Foot","False",-118.229,33.971,"2015"
2015-03-14,"shot","knife",53,"M",0,"WV","False","other","Not fleeing","False",-80.596,40.331,"2015"
2015-03-14,"shot","gun",26,"M",0,"WI","False","attack","Car","False",-87.835,42.583,"2015"
2015-03-14,"shot","gun",29,"M",0,"TX","True","attack","Not fleeing","False",-98.536,29.513,"2015"
2015-03-15,"shot","machete",27,"M",0,"MS","False","other","Not fleeing","False",-90.303,31.326,"2015"
2015-03-16,"shot","gun",28,"M",0,"MN","True","attack","Not fleeing","False",-93.025,44.954,"2015"
2015-03-16,"shot","gun",52,"M",0,"NC","True","attack","Not fleeing","False",-81.242,35.204,"2015"
2015-03-17,"shot","gun",49,"M",0,"OR","True","attack","Not fleeing","False",-122.899,42.33,"2015"
2015-03-17,"shot","gun",24,"M",0,"NC","False","attack","Foot","False",-78.751,34.64,"2015"
2015-03-17,"shot","vehicle",24,"F",0,"CA","True","other","Not fleeing","False",-122.422,37.789,"2015"
2015-03-17,"shot","gun",20,"M",0,"TX","True","attack","Not fleeing","False",-95.104,30.815,"2015"
2015-03-17,"shot","unarmed",22,"M",0,"CA","False","other","Car","False",-121.504,38.682,"2015"
2015-03-18,"shot","gun",49,"F",0,"AZ","False","attack","Not fleeing","False",-112.203,33.582,"2015"
2015-03-18,"shot","gun",64,"M",0,"FL","False","attack","Not fleeing","False",-84.279,30.461,"2015"
2015-03-18,"shot","knife",47,"M",0,"CA","False","other","Not fleeing","False",-119.015,35.376,"2015"
2015-03-19,"shot","box cutter",39,"M",0,"AL","True","other","Not fleeing","True",-87.287,34.566,"2015"
2015-03-19,"shot","unarmed",18,"M",1,"OH","False","attack","Not fleeing","False",-81.609,41.529,"2015"
2015-03-19,"shot","gun",31,"M",0,"ID","False","attack","Not fleeing","True",-116.58,43.704,"2015"
2015-03-19,"shot","gun",16,"M",1,"FL","False","attack","Car","False",-81.68,30.379,"2015"
2015-03-19,"shot","unarmed",20,"M",0,"WA","True","attack","Not fleeing","False",-122.273,49,"2015"
2015-03-19,"shot","gun",36,"M",0,"CA","False","attack","Not fleeing","False",-119.336,35.355,"2015"
2015-03-20,"shot","machete",63,"M",1,"LA","True","attack","Not fleeing","False",-90.265,29.993,"2015"
2015-03-20,"shot","gun",34,"M",0,"OK","False","attack","Not fleeing","False",-96.323,34.506,"2015"
2015-03-20,"shot","gun",24,"M",0,"AZ","False","attack","Car","False",-109.138,36.466,"2015"
2015-03-21,"shot","gun",21,"M",0,"AZ","False","attack","Not fleeing","False",-112.001,34.713,"2015"
2015-03-21,"shot","gun",44,"M",0,"NY","False","attack","Car","False",-78.047,43.19,"2015"
2015-03-21,"shot","gun",60,"M",0,"IN","True","attack","Not fleeing","False",-87.073,39.534,"2015"
2015-03-21,"shot","gun",42,"M",0,"OH","False","attack","Not fleeing","False",-82.999,40.03,"2015"
2015-03-22,"shot","knife",37,"M",0,"CA","True","other","Not fleeing","False",-122.222,38.133,"2015"
2015-03-22,"shot and Tasered","knife",36,"M",0,"OR","True","other","Foot","False",-122.53,45.506,"2015"
2015-03-22,"shot and Tasered","undetermined",21,"M",1,"NY","False","attack","Car","False",-73.238,40.74,"2015"
2015-03-23,"shot","gun",24,"M",1,"CA","False","attack","Not fleeing","False",-121.959,37.361,"2015"
2015-03-24,"shot","gun",29,"M",1,"VA","True","attack","Car","False",-76.37,36.819,"2015"
2015-03-24,"shot","gun",57,"M",0,"CA","True","attack","Not fleeing","False",-121.841,37.302,"2015"
2015-03-24,"shot","gun",38,"M",0,"WI","False","attack","Not fleeing","False",-88.475,43.782,"2015"
2015-03-25,"shot","undetermined",23,"M",1,"GA","False","other","Car","True",-84.477,33.866,"2015"
2015-03-25,"shot","gun",27,"M",1,"SC","False","attack","Foot","False",-79.462,33.819,"2015"
2015-03-25,"shot","gun",28,"M",0,"CA","False","attack","Foot","False",-118.292,33.94,"2015"
2015-03-25,"shot and Tasered","gun",63,"M",0,"AZ","True","other","Not fleeing","False",-112.203,33.638,"2015"
2015-03-26,"shot","gun",53,"F",0,"KS","False","attack","Not fleeing","False",-94.91,38.818,"2015"
2015-03-26,"shot","knife",35,"M",0,"CA","True","other","Not fleeing","False",-118.271,33.793,"2015"
2015-03-27,"shot","knife",26,"F",1,"CA","False","other","Not fleeing","False",-119.183,34.228,"2015"
2015-03-27,"shot","gun",42,"M",0,"WV","False","attack","Car","False",-78.841,39.469,"2015"
2015-03-27,"shot","gun",41,"M",1,"MA","False","attack","Not fleeing","False",-71.089,42.313,"2015"
2015-03-27,"shot","gun",56,"M",0,"CA","True","attack","Not fleeing","False",-117.242,33.05,"2015"
2015-03-27,"shot","knife",39,"M",1,"FL","False","other","Not fleeing","False",-80.328,27.435,"2015"
2015-03-27,"shot","toy weapon",23,"M",0,"CA","False","attack","Car","False",-119.003,35.396,"2015"
2015-03-27,"shot","gun",40,"M",0,"MA","False","attack","Foot","False",-71.878,42.056,"2015"
2015-03-29,"shot","gun",29,"M",1,"KY","False","attack","Not fleeing","False",-85.889,37.735,"2015"
2015-03-30,"shot","gun",49,"M",0,"OR","True","attack","Not fleeing","False",-123.181,44.091,"2015"
2015-03-31,"shot","gun",36,"M",0,"FL","False","attack","Not fleeing","False",-82.49,28.102,"2015"
2015-03-31,"shot","toy weapon",21,"M",0,"TX","False","attack","Not fleeing","False",-94.971,29.733,"2015"
2015-03-31,"shot","vehicle",27,"F",1,"MD","False","other","Car","False",-76.77,39.115,"2015"
2015-04-01,"shot","gun",37,"M",1,"CA","False","attack","Not fleeing","False",-118.337,33.902,"2015"
2015-04-01,"shot","knife",36,"M",0,"NJ","False","attack","Not fleeing","False",-74.71,40.217,"2015"
2015-04-02,"shot","gun",32,"M",1,"IL","False","attack","Foot","False",-90.582,41.5,"2015"
2015-04-02,"shot","unarmed",44,"M",1,"OK","False","other","Not fleeing","False",-95.94,36.184,"2015"
2015-04-02,"shot","gun",27,"M",0,"LA","True","attack","Not fleeing","False",-92.407,31.346,"2015"
2015-04-02,"shot and Tasered","gun",63,"M",0,"IL","True","attack","Not fleeing","False",-88.677,37.176,"2015"
2015-04-03,"shot","knife",38,"M",0,"VA","False","other","Not fleeing","True",-78.128,39.191,"2015"
2015-04-04,"shot","gun",17,"M",1,"IL","False","attack","Foot","False",-87.845,42.452,"2015"
2015-04-04,"shot","gun",31,"M",1,"CA","False","attack","Not fleeing","True",-117.852,33.836,"2015"
2015-04-04,"shot","gun",34,"M",0,"NM","True","attack","Car","False",-106.193,35.056,"2015"
2015-04-04,"shot and Tasered","unarmed",50,"M",1,"SC","False","other","Foot","False",-80.014,32.899,"2015"
2015-04-05,"shot","knife",51,"M",0,"AZ","True","other","Not fleeing","False",-112.144,33.655,"2015"
2015-04-05,"shot","gun",56,"M",0,"CA","False","attack","Not fleeing","False",-118.414,35.127,"2015"
2015-04-06,"shot","gun",23,"M",0,"IN","True","attack","Not fleeing","False",-86.273,39.681,"2015"
2015-04-06,"shot","gun",25,"M",1,"LA","False","attack","Foot","False",-90.048,29.877,"2015"
2015-04-06,"shot","gun",31,"M",0,"ID","False","attack","Car","False",-112.049,43.642,"2015"
2015-04-07,"shot","gun",32,"M",0,"OK","False","attack","Car","False",-97.057,35.339,"2015"
2015-04-08,"shot","gun",60,"M",0,"TX","False","attack","Car","False",-98.427,29.489,"2015"
2015-04-08,"shot","gun",39,"M",0,"CA","False","attack","Foot","False",-118.212,34.041,"2015"
2015-04-08,"shot","knife",28,"M",0,"CA","True","other","Not fleeing","False",-121.995,37.404,"2015"
2015-04-09,"shot","sword",22,"M",0,"FL","False","attack","Not fleeing","False",-86.835,30.413,"2015"
2015-04-09,"shot","gun",29,"M",1,"IN","False","attack","Car","False",-86.879,40.879,"2015"
2015-04-09,"shot","gun",31,"M",0,"PA","True","attack","Not fleeing","False",-77.158,39.859,"2015"
2015-04-09,"shot","gun",28,"M",0,"SC","False","attack","Not fleeing","False",-82.006,35.023,"2015"
2015-04-10,"shot","knife",21,"M",0,"CA","False","attack","Not fleeing","False",-122.202,39.935,"2015"
2015-04-10,"shot","gun",38,"M",0,"KS","False","attack","Car","False",-95.762,39.054,"2015"
2015-04-11,"shot","gun",66,"M",0,"OK","True","attack","Not fleeing","True",-96.134,36.092,"2015"
2015-04-12,"shot","gun",36,"M",1,"IN","False","attack","Foot","True",-86.109,39.813,"2015"
2015-04-12,"shot","machete",83,"M",0,"OK","True","other","Not fleeing","False",-97.34,35.404,"2015"
2015-04-12,"shot","gun",32,"M",0,"NC","True","attack","Car","False",-78.491,35.064,"2015"
2015-04-13,"shot","gun",27,"M",0,"IL","False","attack","Not fleeing","False",-90.135,38.892,"2015"
2015-04-14,"shot","undetermined",26,"M",1,"TX","False","other","Foot","False",-96.823,32.662,"2015"
2015-04-14,"shot","machete",31,"M",0,"AR","True","attack","Not fleeing","False",-90.718,35.834,"2015"
2015-04-15,"shot","gun",22,"M",1,"FL","False","other","Foot","False",-80.212,25.844,"2015"
2015-04-15,"shot","knife",41,"M",1,"SC","False","attack","Not fleeing","False",-81.912,34.904,"2015"
2015-04-15,"shot","unarmed",41,"M",1,"TX","False","other","Car","False",-95.173,29.806,"2015"
