"date","manner_of_death","armed","age","gender","race","state","signs_of_mental_illness","threat_level","flee","body_camera","longitude","latitude","year"
2015-11-24,"shot","toy weapon",45,"M",0,"MN","False","other","Not fleeing","False",-93.252,45.041,"2015"
2015-11-24,"shot and Tasered","toy weapon",32,"M",0,"NV","True","attack","Foot","True",-115.137,36.122,"2015"
2015-11-25,"shot","knife",23,"M",0,"MO","False","attack","Not fleeing","False",-93.337,37.24,"2015"
2015-11-25,"shot","gun",52,"M",0,"AZ","False","attack","Not fleeing","False",-109.293,34.116,"2015"
2015-11-25,"shot","gun",37,"F",0,"MO","False","attack","Not fleeing","False",-93.278,37.05,"2015"
2015-11-26,"shot","unarmed",26,"M",0,"CA","False","other","Car","True",-121.624,39.752,"2015"
2015-11-27,"shot","gun",58,"M",0,"MO","False","attack","Not fleeing","False",-93.501,36.532,"2015"
2015-11-28,"shot","baseball bat and fireplace poker",50,"M",0,"TX","False","other","Not fleeing","False",-96.546,32.642,"2015"
2015-11-29,"shot","gun",22,"M",0,"OH","False","attack","Not fleeing","False",-84.571,40.55,"2015"
2015-11-29,"shot","gun",53,"M",0,"MO","False","attack","Not fleeing","False",-94.578,39.758,"2015"
2015-11-29,"shot","gun",69,"M",0,"AZ","True","attack","Not fleeing","False",-112.298,33.593,"2015"
2015-11-29,"shot","gun",23,"M",0,"CA","False","attack","Foot","False",-119.021,35.375,"2015"
2015-11-30,"shot","gun",18,"M",1,"GA","False","attack","Foot","False",-84.387,33.779,"2015"
2015-11-30,"shot","undetermined",31,"M",0,"TX","False","other","Not fleeing","False",-103.163,31.74,"2015"
2015-12-01,"shot","gun",23,"M",0,"ME","False","attack","Foot","False",-68.817,44.789,"2015"
2015-12-01,"shot","gun",18,"M",0,"CA","False","attack","Not fleeing","False",-118.082,33.917,"2015"
2015-12-02,"shot","gun",35,"M",0,"CO","False","attack","Car","False",-105.037,39.755,"2015"
2015-12-02,"shot","gun",27,"F",0,"CA","False","attack","Car","False",-117.29,34.108,"2015"
2015-12-02,"shot","gun",28,"M",0,"CA","False","attack","Car","False",-117.248,34.077,"2015"
2015-12-02,"shot","knife",26,"M",1,"CA","False","other","Not fleeing","False",-122.397,37.721,"2015"
2015-12-02,"shot","gun",32,"M",0,"TX","False","other","Not fleeing","False",-98.585,29.185,"2015"
2015-12-02,"shot","gun",36,"M",0,"NM","False","attack","Not fleeing","False",-107.734,32.256,"2015"
2015-12-03,"shot","gun",66,"M",0,"NE","False","attack","Not fleeing","False",-102.074,41.063,"2015"
2015-12-04,"shot","gun",21,"M",1,"PA","False","attack","Not fleeing","False",-80.007,40.43,"2015"
2015-12-04,"shot and Tasered","metal stick",47,"M",0,"AZ","False","other","Not fleeing","False",-111.673,33.466,"2015"
2015-12-05,"shot","gun",24,"M",0,"TX","False","attack","Foot","False",-96.955,32.807,"2015"
2015-12-05,"shot","gun",60,"M",0,"WI","False","other","Not fleeing","False",-88.466,44.187,"2015"
2015-12-05,"shot","gun",61,"F",0,"MO","True","attack","Not fleeing","False",-90.239,38.811,"2015"
2015-12-05,"shot","gun",38,"M",0,"CA","False","attack","Not fleeing","False",-116.251,33.698,"2015"
2015-12-05,"shot and Tasered","straight edge razor",51,"M",0,"FL","False","other","Not fleeing","True",-80.141,25.788,"2015"
2015-12-06,"shot","gun",35,"M",0,"WA","False","attack","Car","False",-122.332,47.606,"2015"
2015-12-06,"shot","gun",46,"M",1,"OH","True","attack","Not fleeing","False",-81.498,41.541,"2015"
2015-12-06,"shot","knife",48,"M",0,"WY","True","other","Not fleeing","False",-105.752,41.322,"2015"
2015-12-08,"shot","unarmed",36,"M",1,"NY","False","other","Foot","False",-73.879,40.924,"2015"
2015-12-08,"shot","gun",33,"M",1,"OH","False","attack","Not fleeing","False",-81.735,41.486,"2015"
2015-12-09,"shot","gun",66,"M",0,"KY","False","attack","Not fleeing","False",-86.224,37.567,"2015"
2015-12-09,"shot","gun",51,"M",0,"OK","True","attack","Not fleeing","False",-95.317,36.308,"2015"
2015-12-10,"shot","gun",34,"M",0,"IN","False","attack","Not fleeing","False",-86.198,39.741,"2015"
2015-12-10,"shot","gun",55,"M",1,"SC","False","attack","Not fleeing","False",-82.284,34.917,"2015"
2015-12-10,"shot","knife",54,"M",0,"CA","False","attack","Not fleeing","False",-121.791,36.674,"2015"
2015-12-11,"shot","unarmed",36,"M",0,"AZ","False","attack","Not fleeing","False",-110.875,32.309,"2015"
2015-12-12,"shot","knife",25,"M",1,"IN","True","attack","Not fleeing","False",-86.028,39.827,"2015"
2015-12-12,"shot","gun and knife",24,"M",1,"TN","False","attack","Not fleeing","False",-85.307,34.989,"2015"
2015-12-12,"shot","gun",28,"M",1,"CA","False","attack","Not fleeing","False",-118.209,33.917,"2015"
2015-12-12,"shot","Taser",36,"M",0,"OK","False","attack","Not fleeing","False",-97.488,34.233,"2015"
2015-12-12,"shot","gun",20,"M",0,"PA","True","attack","Not fleeing","False",-75.182,40.991,"2015"
2015-12-13,"shot","gun",51,"F",0,"TX","True","attack","Not fleeing","False",-97.101,32.728,"2015"
2015-12-13,"shot","ax",21,"M",0,"TX","True","other","Not fleeing","False",-97.133,33.215,"2015"
2015-12-13,"shot","knife",30,"M",0,"WA","False","attack","Not fleeing","False",-122.762,47.002,"2015"
2015-12-13,"shot","gun",32,"M",0,"CO","False","attack","Not fleeing","False",-105.051,39.777,"2015"
2015-12-14,"shot","gun",33,"M",1,"LA","False","attack","Not fleeing","True",-89.905,30.038,"2015"
2015-12-14,"shot","undetermined",56,"M",0,"TN","False","undetermined","Not fleeing","False",-88.845,35.852,"2015"
2015-12-14,"shot","gun",48,"F",0,"NV","True","attack","Not fleeing","False",-115.057,36.244,"2015"
2015-12-14,"shot","knife",39,"M",0,"CA","False","other","Not fleeing","False",-118.189,33.803,"2015"
2015-12-14,"shot","unarmed",19,"M",0,"CA","False","other","Not fleeing","True",-121.573,36.995,"2015"
2015-12-14,"shot","gun",45,"M",0,"NV","False","attack","Not fleeing","False",-115.09,36.229,"2015"
2015-12-14,"shot","gun",33,"M",0,"WV","False","attack","Not fleeing","False",-81.159,37.895,"2015"
2015-12-14,"shot and Tasered","knife",52,"M",0,"MD","True","other","Not fleeing","False",-76.372,39.304,"2015"
2015-12-16,"shot","knife",23,"M",0,"CA","True","attack","Not fleeing","False",-119.051,34.219,"2015"
2015-12-17,"shot","machete",25,"M",0,"OH","True","other","Not fleeing","False",-81.34,41.163,"2015"
2015-12-17,"shot","gun",24,"M",0,"CA","False","attack","Other","False",-120.999,37.639,"2015"
2015-12-18,"shot","gun",22,"F",0,"OH","False","attack","Other","False",-83.462,41.618,"2015"
2015-12-18,"shot","toy weapon",58,"M",0,"NM","True","attack","Not fleeing","False",-105.573,36.407,"2015"
2015-12-19,"shot","undetermined",26,"M",0,"CA","True","attack","Not fleeing","False",-118.307,33.843,"2015"
2015-12-20,"shot","gun",30,"M",1,"CA","False","attack","Not fleeing","False",-118.045,34.572,"2015"
2015-12-20,"shot","gun",31,"M",0,"TX","True","attack","Not fleeing","False",-101.855,35.207,"2015"
2015-12-21,"shot","gun",34,"M",0,"CA","False","attack","Not fleeing","False",-116.971,33.724,"2015"
2015-12-21,"shot","gun",48,"M",1,"GA","False","attack","Not fleeing","False",-84.707,33.755,"2015"
2015-12-21,"shot","gun",21,"M",0,"PA","True","attack","Not fleeing","False",-75.381,41.569,"2015"
2015-12-21,"shot","gun",39,"M",0,"FL","False","attack","Not fleeing","False",-81.19,28.887,"2015"
2015-12-21,"shot","gun",25,"M",1,"CO","False","attack","Not fleeing","False",-104.885,39.733,"2015"
2015-12-21,"shot","gun",30,"M",0,"CA","False","attack","Not fleeing","False",-121.29,39.189,"2015"
2015-12-22,"shot","gun",56,"M",0,"VT","False","attack","Not fleeing","True",-73.214,44.483,"2015"
2015-12-22,"shot","undetermined",29,"M",0,"FL","False","undetermined","Car","False",-82.384,28.466,"2015"
2015-12-22,"shot","gun",19,"M",0,"NM","False","undetermined","Foot","True",-106.566,35.076,"2015"
2015-12-23,"shot","unarmed",35,"M",1,"MI","True","other","Not fleeing","False",-83.194,42.351,"2015"
2015-12-24,"shot","gun",24,"M",1,"MI","False","attack","Not fleeing","False",-84.578,42.673,"2015"
2015-12-24,"shot","knife",23,"M",0,"CA","False","other","Not fleeing","False",-119.006,36.069,"2015"
2015-12-24,"shot","gun",18,"M",1,"NC","False","other","Not fleeing","False",-80.851,35.352,"2015"
2015-12-25,"shot","knife",31,"M",0,"CA","True","attack","Not fleeing","False",-122.156,37.448,"2015"
2015-12-26,"shot","brick",41,"M",0,"AZ","True","other","Not fleeing","False",-112.062,33.68,"2015"
2015-12-26,"shot","baseball bat",19,"M",1,"IL","True","undetermined","Not fleeing","False",-87.744,41.893,"2015"
2015-12-26,"shot","gun",38,"M",0,"ID","False","attack","Not fleeing","True",-116.94,43.62,"2015"
2015-12-27,"shot","undetermined",36,"M",0,"MS","False","undetermined","Car","False",-88.643,30.889,"2015"
2015-12-27,"shot","knife",34,"M",0,"AZ","True","other","Not fleeing","True",-111.922,33.381,"2015"
2015-12-27,"shot","undetermined",52,"M",0,"LA","False","undetermined","Not fleeing","False",-91.613,29.849,"2015"
2015-12-28,"shot","toy weapon",28,"M",0,"VA","False","attack","Not fleeing","True",-76.596,36.727,"2015"
2015-12-29,"shot","knife",50,"F",0,"CA","True","other","Not fleeing","False",-121.022,37.09,"2015"
2015-12-30,"shot","knife",55,"M",0,"CA","False","attack","Not fleeing","True",-119.812,36.75,"2015"
2015-12-31,"shot","unarmed",23,"M",1,"NV","False","other","Not fleeing","True",-115.272,36.133,"2015"
2016-01-01,"shot","knife",30,"M",0,"CA","False","other","Not fleeing","True",-117.16,32.755,"2016"
2016-01-02,"shot","gun",54,"M",0,"TX","False","attack","Car","False",-100.45,32.235,"2016"
2016-01-02,"shot","gun",37,"M",0,"SD","False","attack","Not fleeing","False",-96.711,43.547,"2016"
2016-01-02,"shot and Tasered","knife",37,"M",0,"MT","False","other","Not fleeing","False",-110.573,45.656,"2016"
2016-01-03,"shot","gun",30,"M",1,"NC","False","attack","Not fleeing","False",-80.885,35.218,"2016"
2016-01-04,"shot","unknown weapon",27,"M",1,"LA","False","undetermined","Not fleeing","False",-93.21,30.494,"2016"
2016-01-04,"shot","gun",22,"M",1,"OK","False","attack","Foot","True",-97.52,35.512,"2016"
2016-01-05,"shot","knife",39,"M",0,"TN","False","other","Foot","False",-82.337,36.32,"2016"
2016-01-05,"shot","gun",33,"M",1,"NC","False","attack","Not fleeing","False",-80.913,35.242,"2016"
2016-01-05,"shot","gun",52,"M",0,"CA","True","other","Not fleeing","False",-122.368,40.613,"2016"
2016-01-05,"shot","hand torch",28,"M",0,"CA","False","other","Foot","False",-120.947,37.584,"2016"
2016-01-05,"shot and Tasered","knife",54,"M",0,"PA","True","other","Not fleeing","False",-75.31,39.929,"2016"
2016-01-06,"shot","toy weapon",38,"M",0,"IL","True","other","Foot","False",-87.834,42.456,"2016"
2016-01-06,"shot","gun",32,"M",0,"NM","True","attack","Not fleeing","False",-105.918,33.683,"2016"
2016-01-06,"shot","gun",34,"M",0,"KY","False","attack","Not fleeing","False",-87.18,37.787,"2016"
2016-01-08,"shot","knife",26,"M",0,"WI","False","other","Not fleeing","False",-88.489,42.609,"2016"
2016-01-08,"shot","gun",50,"M",0,"GA","True","attack","Not fleeing","False",-84.677,34.133,"2016"
2016-01-10,"shot","chain saw",37,"M",0,"WA","True","other","Not fleeing","False",-122.669,46.16,"2016"
2016-01-10,"shot","toy weapon",45,"F",0,"MD","True","attack","Not fleeing","False",-75.959,39.718,"2016"
2016-01-11,"shot","toy weapon",45,"M",0,"OH","True","attack","Foot","False",-84.585,39.118,"2016"
2016-01-11,"shot","gun",32,"M",0,"CO","False","other","Not fleeing","False",-105.016,39.755,"2016"
2016-01-11,"shot","unarmed",12,"F",0,"PA","False","other","Not fleeing","False",-77.034,40.398,"2016"
2016-01-12,"shot","knife",49,"M",0,"AK","True","other","Not fleeing","False",-149.898,61.192,"2016"
2016-01-12,"shot","gun",58,"M",0,"VA","True","attack","Not fleeing","False",-76.188,36.856,"2016"
2016-01-13,"shot","gun",29,"M",0,"TN","False","other","Foot","True",-83.558,35.837,"2016"
2016-01-13,"shot","gun",60,"M",0,"WA","True","attack","Not fleeing","False",-120.954,47.197,"2016"
2016-01-14,"shot","gun",40,"M",0,"IL","True","attack","Not fleeing","False",-89.143,37.831,"2016"
2016-01-14,"shot","knife",39,"M",0,"CA","False","other","Not fleeing","False",-118.46,34.42,"2016"
2016-01-15,"shot","gun",26,"M",0,"WV","False","attack","Not fleeing","False",-79.855,38.914,"2016"
2016-01-15,"shot","gun",24,"M",1,"MI","False","attack","Not fleeing","False",-83.277,42.484,"2016"
2016-01-16,"shot","toy weapon",34,"M",0,"CA","False","other","Foot","False",-118.358,34.104,"2016"
2016-01-16,"shot","gun",27,"M",0,"TX","False","attack","Foot","False",-98.601,29.415,"2016"
2016-01-16,"shot","toy weapon",44,"M",0,"OR","False","other","Not fleeing","False",-122.826,45.446,"2016"
2016-01-16,"shot","unarmed",25,"F",0,"CA","False","other","Car","False",-116.963,32.795,"2016"
2016-01-16,"shot","gun",19,"M",1,"FL","False","attack","Foot","False",-80.677,26.683,"2016"
2016-01-17,"shot","gun",52,"M",1,"MO","False","attack","Not fleeing","False",-90.244,38.593,"2016"
2016-01-17,"shot","gun",31,"M",0,"UT","False","attack","Foot","True",-111.813,40.675,"2016"
2016-01-17,"shot","unarmed",26,"M",0,"AZ","False","other","Not fleeing","True",-111.685,33.415,"2016"
2016-01-17,"shot and Tasered","knife",24,"M",0,"CA","False","other","Not fleeing","False",-118.46,34.23,"2016"
2016-01-17,"shot and Tasered","gun",38,"M",0,"AL","False","other","Not fleeing","False",-86.036,33.95,"2016"
2016-01-18,"shot","gun",33,"M",0,"AZ","True","attack","Not fleeing","False",-110.926,32.222,"2016"
2016-01-18,"shot","toy weapon",28,"M",0,"FL","False","other","Not fleeing","False",-81.3,28.469,"2016"
2016-01-18,"shot","knife",27,"M",0,"OR","False","other","Foot","False",-122.859,42.361,"2016"
2016-01-18,"shot","gun",39,"M",0,"AZ","True","attack","Not fleeing","False",-112.098,33.582,"2016"
2016-01-18,"shot","garden tool",29,"M",0,"CA","True","other","Not fleeing","True",-122.079,37.592,"2016"
2016-01-19,"shot","gun",36,"M",0,"TX","False","attack","Car","False",-96.69,32.698,"2016"
2016-01-19,"shot","knife",55,"M",0,"NC","True","other","Not fleeing","False",-81.164,33.836,"2016"
2016-01-19,"shot","gun",28,"M",0,"GA","True","attack","Not fleeing","False",-83.183,31.025,"2016"
2016-01-20,"shot","gun",40,"M",1,"LA","False","attack","Not fleeing","False",-91.948,30.544,"2016"
2016-01-20,"shot","gun",33,"M",0,"AL","False","other","Foot","True",-86.571,34.87,"2016"
2016-01-20,"shot","knife",37,"M",0,"TX","False","other","Other","False",-99.14,30.047,"2016"
2016-01-21,"shot","gun",39,"M",1,"OK","True","attack","Car","False",-95.582,35.287,"2016"
2016-01-23,"shot","toy weapon",43,"M",0,"AL","False","other","Not fleeing","True",-86.652,32.852,"2016"
2016-01-25,"shot and Tasered","knife",38,"M",0,"NV","True","other","Not fleeing","False",-119.804,39.477,"2016"
2016-01-26,"shot","gun",55,"M",0,"OR","False","other","Not fleeing","False",-119.054,43.586,"2016"
2016-01-27,"shot","gun",52,"M",0,"AR","False","attack","Not fleeing","False",-93.169,34.659,"2016"
2016-01-27,"shot","gun",32,"M",1,"TN","False","attack","Other","True",-90.033,35.108,"2016"
2016-01-27,"shot","gun",31,"M",0,"NM","False","attack","Not fleeing","False",-105.992,35.654,"2016"
2016-01-27,"shot","knife",27,"M",0,"SC","False","other","Not fleeing","False",-79.574,34.354,"2016"
2016-01-27,"shot","toy weapon",40,"M",0,"TN","True","other","Not fleeing","False",-84.231,35.816,"2016"
2016-01-27,"shot","vehicle",31,"F",1,"MI","True","other","Car","False",-83.208,42.322,"2016"
2016-01-27,"shot","gun",30,"M",0,"TX","False","attack","Car","False",-97.096,32.572,"2016"
2016-01-27,"shot","gun",26,"M",0,"GA","False","attack","Car","False",-84.484,33.923,"2016"
2016-01-28,"shot","vehicle",32,"F",0,"WA","False","other","Not fleeing","False",-122.454,47.234,"2016"
2016-01-28,"shot","gun",33,"M",0,"NE","True","attack","Foot","False",-96.017,41.227,"2016"
2016-01-28,"shot","gun",19,"M",1,"OR","True","other","Not fleeing","False",-122.625,45.409,"2016"
2016-01-29,"shot","gun",33,"M",1,"MA","False","attack","Other","False",-70.949,42.465,"2016"
2016-01-29,"shot","gun",29,"M",1,"TX","False","other","Not fleeing","False",-97.006,32.835,"2016"
2016-01-29,"shot","vehicle",41,"F",0,"AL","False","attack","Car","False",-85.067,32.486,"2016"
2016-01-30,"shot","gun",29,"M",1,"IL","False","attack","Not fleeing","False",-87.666,41.761,"2016"
2016-01-30,"shot","scissors",38,"M",0,"CO","False","other","Not fleeing","False",-105.032,40.592,"2016"
2016-01-30,"shot","gun",64,"M",0,"GA","True","attack","Not fleeing","False",-85.269,34.985,"2016"
2016-01-30,"shot","gun",42,"M",0,"MO","False","attack","Car","False",-94.425,39.121,"2016"
2016-01-31,"shot","knife",46,"M",0,"FL","False","other","Not fleeing","False",-81.419,26.418,"2016"
2016-01-31,"shot","gun",42,"M",0,"CA","False","attack","Car","False",-118.914,35.296,"2016"
2016-01-31,"shot and Tasered","knife",37,"M",1,"PA","True","attack","Not fleeing","False",-79.882,40.442,"2016"
2016-01-31,"shot and Tasered","unarmed",25,"M",0,"TX","False","attack","Not fleeing","False",-97.391,32.873,"2016"
2016-02-01,"shot","toy weapon",36,"M",1,"DC","False","attack","Foot","False",-76.925,38.894,"2016"
2016-02-01,"shot","gun",21,"M",0,"NM","True","attack","Car","True",-106.583,35.094,"2016"
2016-02-02,"shot and Tasered","knife",30,"M",0,"CA","True","other","Not fleeing","False",-121.291,38.596,"2016"
2016-02-03,"shot","gun",53,"M",0,"OK","False","attack","Not fleeing","False",-95.953,35.532,"2016"
2016-02-03,"shot","gun",31,"M",0,"FL","True","attack","Not fleeing","False",-82.053,29.168,"2016"
2016-02-03,"shot","undetermined",22,"M",0,"SD","False","attack","Not fleeing","True",-100.626,43.188,"2016"
2016-02-04,"shot","knife",24,"M",0,"AZ","True","other","Not fleeing","True",-111.659,33.437,"2016"
2016-02-04,"shot","unarmed",36,"M",1,"TX","False","other","Not fleeing","False",-98.493,29.529,"2016"
2016-02-04,"shot","gun",47,"M",0,"MO","False","attack","Foot","False",-94.511,38.918,"2016"
2016-02-04,"shot","toy weapon",54,"M",0,"OH","False","attack","Not fleeing","False",-81.179,41.729,"2016"
2016-02-04,"shot","gun",43,"M",0,"TX","False","attack","Not fleeing","False",-106.49,31.757,"2016"
2016-02-05,"shot","gun",30,"M",0,"FL","False","other","Car","False",-87.054,30.521,"2016"
2016-02-05,"shot","gun",51,"M",0,"NC","False","attack","Foot","False",-80.904,36.031,"2016"
2016-02-05,"shot","gun",55,"M",0,"OR","False","attack","Not fleeing","True",-123.926,45.993,"2016"
2016-02-06,"shot","gun",16,"M",0,"CA","False","attack","Car","True",-118.294,34.063,"2016"
2016-02-07,"shot","gun",23,"M",1,"OH","False","other","Other","False",-83.056,39.945,"2016"
2016-02-07,"shot","gun",36,"M",0,"AR","False","other","Not fleeing","False",-91.934,34.95,"2016"
2016-02-08,"shot","gun",33,"M",1,"PA","False","attack","Car","False",-75.402,39.836,"2016"
2016-02-08,"shot","unarmed",17,"M",1,"TX","False","other","Not fleeing","False",-97.667,30.396,"2016"
2016-02-09,"shot","unarmed",22,"M",0,"CA","False","undetermined","Not fleeing","True",-117.934,33.843,"2016"
2016-02-09,"shot","gun",29,"M",0,"HI","False","attack","Not fleeing","False",-155.066,19.696,"2016"
2016-02-10,"shot","gun",41,"M",0,"KY","False","attack","Not fleeing","False",-85.859,38.193,"2016"
2016-02-10,"shot","gun",67,"M",0,"MD","False","attack","Not fleeing","False",-76.309,39.469,"2016"
2016-02-10,"shot","gun",36,"M",0,"AK","False","attack","Not fleeing","False",-156.738,71.301,"2016"
2016-02-10,"shot","knife",52,"M",0,"MN","True","attack","Not fleeing","True",-93.156,45.006,"2016"
2016-02-10,"shot","gun",56,"M",0,"TX","True","attack","Not fleeing","False",-96.182,32.282,"2016"
2016-02-11,"shot","knife",35,"M",0,"NC","True","other","Not fleeing","False",-81.193,35.561,"2016"
2016-02-11,"shot","ax",45,"M",0,"CA","False","other","Not fleeing","False",-118.08,34.682,"2016"
2016-02-11,"shot","machete",30,"M",1,"OH","False","attack","Car","False",-82.864,40.064,"2016"
2016-02-11,"shot","gun",24,"M",1,"GA","False","attack","Not fleeing","False",-84.417,33.575,"2016"
2016-02-12,"shot","gun",29,"M",1,"MA","True","attack","Not fleeing","False",-71.078,42.308,"2016"
2016-02-12,"shot","gun",53,"M",0,"TX","False","other","Not fleeing","False",-97.446,32.723,"2016"
2016-02-12,"shot","gun",32,"F",1,"NY","True","other","Not fleeing","False",-76.144,43.069,"2016"
2016-02-13,"shot","gun",22,"M",1,"LA","True","attack","Car","True",-91.133,30.468,"2016"
2016-02-13,"shot","unarmed",24,"M",1,"TX","False","other","Other","False",-94.465,32.26,"2016"
2016-02-13,"shot","unarmed",19,"M",1,"VA","False","attack","Not fleeing","False",-78.396,37.673,"2016"
2016-02-13,"shot and Tasered","gun",29,"M",1,"IA","False","attack","Not fleeing","True",-93.7,41.649,"2016"
2016-02-14,"shot","knife",50,"M",0,"FL","True","other","Not fleeing","False",-82.499,27.457,"2016"
2016-02-14,"shot","gun",29,"M",0,"CA","False","other","Not fleeing","False",-118.163,34.022,"2016"
2016-02-14,"shot","knife",26,"M",0,"CA","False","other","Not fleeing","False",-118.457,34.196,"2016"
2016-02-15,"shot","undetermined",39,"M",0,"CA","False","undetermined","Not fleeing","False",-117.741,33.872,"2016"
2016-02-15,"shot","gun",52,"M",0,"NM","False","attack","Not fleeing","False",-103.426,32.166,"2016"
2016-02-16,"shot","knife",51,"M",0,"CT","True","other","Not fleeing","False",-73.267,41.182,"2016"
2016-02-16,"shot","gun",30,"M",0,"AR","False","other","Foot","False",-94.249,34.58,"2016"
2016-02-17,"shot","toy weapon",37,"M",1,"OH","False","other","Other","False",-84.605,39.155,"2016"
2016-02-18,"shot","undetermined",30,"M",0,"CA","False","undetermined","Not fleeing","False",-117.854,33.748,"2016"
2016-02-18,"shot","undetermined",35,"M",0,"CA","False","undetermined","Not fleeing","False",-117.85,33.748,"2016"
2016-02-18,"shot","gun",32,"M",0,"TX","False","attack","Not fleeing","False",-97.578,32.944,"2016"
2016-02-18,"shot and Tasered","undetermined",25,"M",0,"GA","False","other","Not fleeing","False",-83.45,34.199,"2016"
2016-02-19,"shot","knife",35,"M",0,"UT","True","attack","Not fleeing","False",-111.964,40.267,"2016"
2016-02-19,"shot","gun",31,"M",0,"TN","False","attack","Not fleeing","False",-82.211,36.349,"2016"
2016-02-20,"shot","gun",30,"M",0,"CA","False","attack","Car","True",-117.952,33.808,"2016"
2016-02-20,"shot","gun",23,"M",0,"NM","False","attack","Foot","False",-106.72,35.08,"2016"
2016-02-20,"shot","gun",41,"M",1,"WA","False","attack","Car","False",-122.559,47.12,"2016"
2016-02-20,"shot","gun",45,"M",0,"MS","True","attack","Not fleeing","False",-88.19,34.812,"2016"
2016-02-21,"shot","undetermined",46,"M",1,"WA","False","other","Not fleeing","False",-122.306,47.691,"2016"
2016-02-21,"shot","gun",36,"F",0,"AZ","True","attack","Foot","False",-112.108,33.495,"2016"
2016-02-21,"shot","gun",31,"F",1,"CA","False","other","Not fleeing","False",-118.362,33.962,"2016"
2016-02-21,"shot","undetermined",32,"M",1,"CA","False","other","Not fleeing","False",-118.362,33.962,"2016"
2016-02-21,"shot","gun",38,"F",0,"AK","False","attack","Not fleeing","False",-149.778,61.585,"2016"
2016-02-22,"shot","gun",33,"M",0,"CO","False","attack","Other","False",-105.035,39.766,"2016"
2016-02-22,"shot","knife",45,"M",0,"CA","False","attack","Not fleeing","False",-119.008,35.372,"2016"
2016-02-22,"shot","toy weapon",22,"M",0,"OH","False","other","Not fleeing","False",-84.011,39.837,"2016"
2016-02-23,"shot","gun",36,"M",0,"CA","False","other","Other","False",-121.143,37.776,"2016"
2016-02-23,"shot","gun",26,"M",0,"AZ","True","attack","Not fleeing","False",-112.169,33.596,"2016"
2016-02-23,"shot and Tasered","machete",39,"M",0,"TX","True","attack","Not fleeing","False",-95.316,29.713,"2016"
2016-02-24,"shot","knife",16,"M",0,"MO","True","other","Not fleeing","False",-94.288,39.001,"2016"
2016-02-24,"shot","gun",58,"M",0,"CO","True","attack","Not fleeing","False",-105.475,39.446,"2016"
2016-02-24,"shot","unarmed",21,"M",1,"WI","False","other","Car","False",-88.385,42.796,"2016"
2016-02-25,"shot","gun",37,"M",0,"CO","False","attack","Foot","True",-104.696,40.373,"2016"
2016-02-25,"shot","pole",56,"M",1,"AL","False","undetermined","Not fleeing","True",-86.3,32.367,"2016"
2016-02-25,"shot","gun",38,"M",1,"KS","True","attack","Not fleeing","False",-97.425,38.136,"2016"
2016-02-26,"shot","toy weapon",18,"M",1,"VA","True","other","Not fleeing","False",-79.995,37.241,"2016"
2016-02-26,"shot","unarmed",35,"M",0,"SD","False","attack","Not fleeing","False",-103.156,44.067,"2016"
2016-02-27,"shot","gun",23,"M",0,"TX","False","attack","Car","True",-98.702,29.498,"2016"
2016-02-28,"shot","gun",41,"M",0,"AL","False","attack","Not fleeing","False",-86.254,33.837,"2016"
2016-02-28,"shot","gun",44,"M",0,"SD","True","attack","Not fleeing","False",-103.231,44.081,"2016"
2016-02-29,"shot","gun",24,"M",1,"NC","False","attack","Foot","False",-78.633,35.766,"2016"
2016-03-01,"shot","gun",39,"M",0,"FL","True","attack","Not fleeing","False",-80.641,28.028,"2016"
2016-03-01,"shot","gun",22,"M",0,"TX","True","attack","Not fleeing","False",-97.091,32.831,"2016"
2016-03-01,"shot","gun",37,"M",0,"MS","False","attack","Not fleeing","False",-88.646,30.447,"2016"
2016-03-02,"shot","unarmed",36,"M",0,"MD","True","other","Not fleeing","False",-76.333,39.492,"2016"
2016-03-02,"shot and Tasered","knife",41,"M",0,"PA","False","other","Not fleeing","False",-78.922,40.327,"2016"
2016-03-03,"shot","knife",27,"M",0,"AZ","False","other","Car","False",-111.777,33.33,"2016"
2016-03-04,"shot","unarmed",30,"M",0,"KY","False","undetermined","Not fleeing","False",-84.108,37.19,"2016"
2016-03-05,"shot","gun",34,"M",0,"NY","True","attack","Not fleeing","False",-78.715,42.936,"2016"
2016-03-05,"shot","gun",22,"M",0,"TX","True","other","Not fleeing","False",-94.143,30.059,"2016"
2016-03-06,"shot","gun",51,"M",0,"TX","True","attack","Not fleeing","False",-97.513,32.864,"2016"
2016-03-06,"shot","unarmed",42,"M",0,"ND","False","other","Foot","False",-100.743,46.809,"2016"
2016-03-06,"shot","gun",41,"M",0,"CA","False","attack","Other","False",-118.176,33.941,"2016"
2016-03-07,"shot","gun",49,"M",0,"NY","True","attack","Not fleeing","False",-77.623,43.238,"2016"
2016-03-07,"shot","knife",45,"M",0,"CA","False","other","Not fleeing","False",-121.878,37.324,"2016"
2016-03-07,"shot","undetermined",45,"M",0,"KS","False","undetermined","Not fleeing","False",-95.682,39.055,"2016"
2016-03-07,"shot","gun",42,"M",0,"MT","False","attack","Not fleeing","False",-108.501,45.783,"2016"
2016-03-08,"shot","toy weapon",27,"M",0,"FL","True","attack","Not fleeing","False",-82.462,28.084,"2016"
2016-03-10,"shot","toy weapon",37,"M",0,"MS","False","other","Not fleeing","False",-88.885,30.396,"2016"
2016-03-10,"shot","toy weapon",22,"M",1,"NV","True","attack","Foot","False",-119.862,39.678,"2016"
